Adjective	Ethnicity	Gender	Age	Education	L1	Frequency	Function	Priming	Gradability	SemanticCategory	Emotionality	very
other	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.578255020100164	Predicative	Prime	-0.42793021400839	Speed	NonEmotional	very
good	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	2.45080164998564	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	OTHER	Woman	20-29	NoUniversity	ENGLISH	-0.650883377803437	Attributive	NoPrime	-1.22709041023302	HumanPropensity	NegativeEmotional	other
other	OTHER	Woman	20-29	NoUniversity	ENGLISH	-0.633795952158071	Predicative	NoPrime	1.44098834995009	Value	NegativeEmotional	other
cool	OTHER	Woman	20-29	NoUniversity	ENGLISH	-0.223652411932838	Predicative	Prime	-0.323001495397187	PhysicalProperty	PositiveEmotional	other
other	OTHER	Woman	20-29	NoUniversity	ENGLISH	-0.642339664980754	Attributive	Prime	-0.169341060851226	HumanPropensity	NonEmotional	other
nice	MAORI/PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.109584115467313	Attributive	NoPrime	-0.842853605419239	Value	NonEmotional	very
other	MAORI	Woman	20-29	University	ENGLISH	-0.48853470427788	Predicative	NoPrime	-0.268200913222595	HumanPropensity	NegativeEmotional	other
nice	MAORI	Woman	20-29	University	ENGLISH	0.109584115467313	Predicative	NoPrime	0.975100875704518	Value	NonEmotional	very
funny	MAORI	Woman	20-29	University	ENGLISH	-0.159567767052248	Predicative	NoPrime	0.636476551405714	HumanPropensity	NonEmotional	other
other	PAKEHA	Man	20-29	University	ENGLISH	-0.63806554233259	Predicative	Prime	-0.55932652182912	PhysicalProperty	NonEmotional	very
other	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	-0.640068895684115	Attributive	NoPrime	1.44098834995009	Value	NegativeEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.66046502709105	Attributive	Prime	0.950163629861151	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.578014798996927	Attributive	NoPrime	1.06402961497409	Other	NonEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.578014798996927	Predicative	NoPrime	0.426394634691312	Other	NonEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.601570064535114	Predicative	NoPrime	0.389769996131529	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.601570064535114	Predicative	NoPrime	1.44098834995009	HumanPropensity	PositiveEmotional	very
other	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.643264289604535	Attributive	NoPrime	0.305263126598217	Other	NegativeEmotional	other
other	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.517683042295213	Predicative	NoPrime	1.44098834995009	Value	NonEmotional	other
funny	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.140943832840893	Predicative	NoPrime	1.48386333863525	HumanPropensity	NonEmotional	very
funny	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.140943832840893	Attributive	Prime	0.281288451689804	HumanPropensity	NonEmotional	very
bad	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.0829825598560295	Predicative	NoPrime	-0.0955515914674364	Value	NegativeEmotional	other
other	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.517683042295213	Predicative	NoPrime	1.44098834995009	Value	NonEmotional	other
good	PAKEHA	Man	16-19	NoUniversity	ENGLISH	1.75241544824395	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Man	16-19	NoUniversity	ENGLISH	-0.546663678787645	Predicative	Prime	-0.201596461945241	Value	NegativeEmotional	other
cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.223652411932838	Attributive	NoPrime	-0.775420802297605	PhysicalProperty	PositiveEmotional	other
cool	PAKEHA	Woman	20-29	University	ENGLISH	-0.223652411932838	Predicative	Prime	1.07841170660093	PhysicalProperty	PositiveEmotional	other
cool	PAKEHA	Woman	20-29	University	ENGLISH	-0.223652411932838	Predicative	Prime	-1.22709041023302	PhysicalProperty	PositiveEmotional	other
bad	PAKEHA	Woman	20-29	University	ENGLISH	-0.116849202938834	Attributive	NoPrime	-1.22709041023302	Value	NegativeEmotional	other
neat	PAKEHA	Woman	20-29	University	ENGLISH	-0.55261934915847	Attributive	NoPrime	0.787304915172148	HumanPropensity	NonEmotional	other
neat	PAKEHA	Woman	20-29	University	ENGLISH	-0.55261934915847	Attributive	Prime	1.58843848467979	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.663701213274284	Attributive	NoPrime	1.44098834995009	Value	PositiveEmotional	other
funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.159567767052248	Attributive	NoPrime	0.740414214626731	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.612434403864541	Predicative	Prime	-1.22709041023302	Value	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.556893471806634	Attributive	Prime	-0.132502422097073	Value	NegativeEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	Prime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.63806554233259	Attributive	NoPrime	-0.00555003161413834	PhysicalProperty	NegativeEmotional	other
cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.223652411932838	Predicative	NoPrime	-0.160692403516345	PhysicalProperty	PositiveEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.59534244574553	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.662617952072894	Attributive	NoPrime	1.44098834995009	Other	NonEmotional	very
other	OTHER	Man	30-39	University	OTHER	-0.386567644664143	Attributive	Prime	-0.531231592746898	Age	PositiveEmotional	very
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.547067068942138	Attributive	NoPrime	0.343533200666247	Age	PositiveEmotional	other
other	OTHER	Man	30-39	University	OTHER	-0.386567644664143	Predicative	Prime	-0.220634713188212	Age	PositiveEmotional	very
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.585584029985723	Attributive	NoPrime	1.44098834995009	Value	NonEmotional	very
interesting	PAKEHA	Woman	30-39	University	ENGLISH	-0.470033146854967	Attributive	NoPrime	1.44098834995009	Value	PositiveEmotional	other
other	OTHER	Man	30-39	University	OTHER	-0.609751179466118	Attributive	NoPrime	-1.22709041023302	PhysicalProperty	NegativeEmotional	very
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.652986445575174	Attributive	NoPrime	-1.22709041023302	Dimension	NonEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.624100991029308	Attributive	NoPrime	-1.22709041023302	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.614469484531589	Attributive	NoPrime	-0.408874735354494	Position	NonEmotional	other
good	PAKEHA	Woman	30-39	University	ENGLISH	1.34989099621762	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	very
nice	MAORI	Man	20-29	University	ENGLISH	-0.205100997299819	Attributive	NoPrime	-0.40320016013164	Value	NonEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.466914804986529	Attributive	NoPrime	-0.429076962459861	Other	NonEmotional	other
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Predicative	NoPrime	0.470937462000336	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.279438097567628	Predicative	Prime	-1.22709041023302	Value	NonEmotional	other
nice	PAKEHA	Woman	30-39	University	ENGLISH	-0.341927311724831	Attributive	NoPrime	-0.709037331105508	Value	NonEmotional	very
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Attributive	NoPrime	-0.0452722989512725	Value	PositiveEmotional	other
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Attributive	NoPrime	0.0451661285793871	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.627609125631301	Attributive	NoPrime	1.44098834995009	HumanPropensity	PositiveEmotional	very
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
neat	PAKEHA	Woman	30-39	University	ENGLISH	-0.600826738857172	Attributive	NoPrime	-0.103909842741582	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.63806554233259	Predicative	NoPrime	-1.22709041023302	PhysicalProperty	NonEmotional	other
funny	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	-0.520479578534786	Attributive	NoPrime	-1.22709041023302	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	-0.65439151240543	Predicative	NoPrime	-0.084446939067641	Other	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.636533566240247	Attributive	NoPrime	1.44098834995009	Value	NonEmotional	other
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Predicative	NoPrime	-0.250457704484444	Value	PositiveEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Predicative	NoPrime	1.12405459246808	Value	PositiveEmotional	other
other	PAKEHA	Man	16-19	University	ENGLISH	-0.527346276108454	Attributive	NoPrime	-0.565946934528234	Position	NonEmotional	other
good	PAKEHA	Man	16-19	University	ENGLISH	1.75241544824395	Attributive	NoPrime	-0.562075367408058	Value	PositiveEmotional	other
other	PAKEHA	Man	16-19	University	ENGLISH	-0.643264289604535	Attributive	NoPrime	-0.125261338903048	Value	NonEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.556186405917861	Attributive	NoPrime	-1.22709041023302	PhysicalProperty	NonEmotional	very
good	PAKEHA	Woman	30-39	University	ENGLISH	2.05955852486416	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.65439151240543	Attributive	NoPrime	-1.22709041023302	PhysicalProperty	NegativeEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.652986445575174	Predicative	NoPrime	1.44098834995009	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.627609125631301	Attributive	NoPrime	-0.0464550573483496	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Man	30-39	University	ENGLISH	-0.624100991029308	Attributive	NoPrime	-1.22709041023302	Color	NonEmotional	very
other	PAKEHA	Man	30-39	University	ENGLISH	-0.421884679313662	Predicative	NoPrime	0.773329003747759	Dimension	NonEmotional	very
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.507339937435074	Attributive	NoPrime	0.501090871062831	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.578014798996927	Predicative	NoPrime	-1.22709041023302	PhysicalProperty	NonEmotional	very
nice	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.0715289989526239	Attributive	NoPrime	-0.883203748417505	Value	NonEmotional	very
nice	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.0715289989526239	Attributive	Prime	-1.22709041023302	Value	NonEmotional	very
other	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.507339937435074	Predicative	NoPrime	-1.22709041023302	PhysicalProperty	NonEmotional	other
other	PAKEHA	Man	30-39	University	ENGLISH	-0.421884679313662	Attributive	NoPrime	1.04083288531709	Dimension	NonEmotional	other
other	PAKEHA	Man	30-39	University	ENGLISH	-0.527808588420345	Predicative	NoPrime	0.148806940639614	Dimension	NonEmotional	other
hard	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.424889709340951	Attributive	NoPrime	-0.153399920134126	PhysicalProperty	NonEmotional	very
hard	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.424889709340951	Predicative	Prime	-1.22709041023302	PhysicalProperty	NonEmotional	very
nice	PAKEHA	Woman	50-59	NoUniversity	ENGLISH	-0.0715289989526239	Attributive	NoPrime	0.534222061137807	Value	NonEmotional	very
good	PAKEHA	Man	20-29	University	OTHER	2.08391150576404	Attributive	NoPrime	0.541654874540216	Value	PositiveEmotional	other
other	MAORI	Woman	40-49	NoUniversity	ENGLISH	-0.620760557952217	Predicative	NoPrime	-0.832489469362561	HumanPropensity	NonEmotional	other
other	PAKEHA	Man	20-29	University	OTHER	-0.637208904813498	Predicative	NoPrime	-0.184225451599582	Value	NonEmotional	other
other	MAORI	Woman	40-49	NoUniversity	ENGLISH	-0.646505008261415	Attributive	NoPrime	0.676931434191122	Value	PositiveEmotional	other
other	PAKEHA	Man	20-29	University	OTHER	-0.590492698944325	Predicative	NoPrime	1.44098834995009	Value	NonEmotional	other
good	PAKEHA	Man	20-29	University	OTHER	2.08391150576404	Predicative	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
good	PAKEHA	Man	20-29	University	OTHER	2.08391150576404	Predicative	Prime	1.11032438192731	Value	PositiveEmotional	other
funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.159567767052248	Attributive	NoPrime	0.0823700811309213	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.569711307277481	Attributive	Prime	-0.538140019308745	Other	NonEmotional	other
good	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	2.45080164998564	Attributive	Prime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.599616568393694	Predicative	NoPrime	-0.562504628457869	Value	PositiveEmotional	other
hard	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.411423730138728	Predicative	NoPrime	-0.800439889800057	PhysicalProperty	NonEmotional	other
bad	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.0829825598560295	Attributive	Prime	-1.22709041023302	Value	NegativeEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.575644315280077	Predicative	NoPrime	0.429938762439259	Other	NonEmotional	very
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.546663678787645	Predicative	NoPrime	1.45174607851861	HumanPropensity	NegativeEmotional	other
hard	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.411423730138728	Predicative	Prime	-1.22709041023302	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.643264289604535	Predicative	NoPrime	-0.228301029971143	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.546663678787645	Attributive	Prime	0.673787595065325	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.469385003123591	Attributive	NoPrime	-1.22709041023302	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.285847015303051	Predicative	NoPrime	-0.334181978459017	HumanPropensity	NonEmotional	very
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.65292299094413	Predicative	NoPrime	1.44098834995009	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.662586224757372	Attributive	NoPrime	0.743976128290537	Value	PositiveEmotional	very
other	PAKEHA	Woman	16-19	NoUniversity	ENGLISH	-0.662586224757372	Predicative	NoPrime	0.848767601011742	Value	NonEmotional	other
cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.223652411932838	Attributive	NoPrime	-1.22709041023302	PhysicalProperty	PositiveEmotional	other
good	MAORI	Woman	20-29	NoUniversity	ENGLISH	2.45080164998564	Predicative	NoPrime	0.30944780340041	Value	PositiveEmotional	other
hard	PAKEHA	Woman	20-29	University	ENGLISH	-0.330460153400487	Predicative	NoPrime	2.0600578032324	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.612434403864541	Attributive	NoPrime	-1.22709041023302	HumanPropensity	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.612434403864541	Attributive	Prime	-0.728717609355874	HumanPropensity	PositiveEmotional	other
good	MAORI	Woman	20-29	NoUniversity	ENGLISH	2.45080164998564	Attributive	NoPrime	0.0596983459809832	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.655157500451601	Predicative	NoPrime	-1.22709041023302	Speed	NonEmotional	other
bad	PAKEHA	Woman	20-29	University	ENGLISH	-0.116849202938834	Attributive	Prime	-1.22709041023302	Value	NegativeEmotional	other
other	MAORI	Woman	20-29	NoUniversity	ENGLISH	-0.61670399403906	Predicative	Prime	-0.811935150666833	Other	NonEmotional	other
nice	MAORI	Woman	20-29	NoUniversity	ENGLISH	0.109584115467313	Attributive	NoPrime	-1.22709041023302	Value	NonEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.517683042295213	Attributive	NoPrime	1.44098834995009	Value	NonEmotional	very
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	NoPrime	-0.337074087915242	Value	PositiveEmotional	other
cool	PAKEHA	Woman	20-29	University	ENGLISH	-0.223652411932838	Attributive	NoPrime	-1.22709041023302	PhysicalProperty	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.667970803448802	Attributive	NoPrime	-1.22709041023302	Other	NonEmotional	very
funny	PAKEHA	Woman	20-29	University	ENGLISH	-0.159567767052248	Attributive	NoPrime	-1.22709041023302	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.63806554233259	Attributive	NoPrime	1.44098834995009	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.662586224757372	Attributive	NoPrime	-0.100891158486108	PhysicalProperty	PositiveEmotional	other
different	PAKEHA	Woman	16-19	University	ENGLISH	-0.334145054474674	Attributive	NoPrime	1.44098834995009	Other	NonEmotional	other
other	MAORI	Woman	20-29	University	ENGLISH	-0.50989625257141	Attributive	NoPrime	0.23121873012436	Value	NegativeEmotional	other
bad	PAKEHA	Woman	16-19	University	ENGLISH	-0.0829825598560295	Attributive	Prime	0.738291221107145	Value	NegativeEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.48929162737676	Predicative	NoPrime	0.111966944713965	PhysicalProperty	NegativeEmotional	very
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.633727965053382	Attributive	NoPrime	0.243299704984468	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	University	ENGLISH	-0.527808588420345	Attributive	NoPrime	0.535244647474846	PhysicalProperty	NonEmotional	very
big	PAKEHA	Woman	60+	University	ENGLISH	0.179366079720907	Predicative	NoPrime	-0.432143558917947	Dimension	NonEmotional	other
other	PAKEHA	Woman	60+	University	ENGLISH	-0.47345063198404	Attributive	NoPrime	1.0924647896064	PhysicalProperty	NegativeEmotional	other
other	PAKEHA	Woman	60+	University	ENGLISH	-0.47345063198404	Predicative	NoPrime	1.44098834995009	HumanPropensity	PositiveEmotional	very
nice	PAKEHA	Woman	40-49	University	ENGLISH	-0.286118963721811	Predicative	NoPrime	-0.713293377701332	Value	NonEmotional	very
good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	1.34989099621762	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
good	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	1.25951347171666	Predicative	NoPrime	-0.752591168175033	Value	PositiveEmotional	other
other	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	-0.662617952072894	Attributive	NoPrime	0.311438719663332	PhysicalProperty	NonEmotional	other
other	PAKEHA	Woman	40-49	NoUniversity	ENGLISH	-0.521997957206191	Attributive	NoPrime	1.43758723836745	Difficulty	NonEmotional	very
good	PAKEHA	Woman	30-39	NoUniversity	ENGLISH	1.34989099621762	Attributive	NoPrime	-0.351118972951654	Value	PositiveEmotional	other
good	MAORI	Woman	20-29	University	OTHER	2.08391150576404	Predicative	NoPrime	1.1658234499566	Value	PositiveEmotional	very
nice	MAORI	Woman	20-29	University	OTHER	-0.205100997299819	Attributive	NoPrime	0.773332807415109	Value	NonEmotional	other
nice	MAORI	Woman	20-29	University	OTHER	-0.205100997299819	Predicative	Prime	0.491766005691023	Value	NonEmotional	other
different	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.266375508519897	Attributive	NoPrime	1.44098834995009	Other	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.556893471806634	Attributive	NoPrime	-1.22709041023302	Value	NegativeEmotional	other
interesting	PAKEHA	Woman	20-29	University	ENGLISH	-0.38172696281023	Attributive	NoPrime	1.44098834995009	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.50989625257141	Attributive	NoPrime	-0.775420802297605	Value	NegativeEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	Prime	1.07680743110924	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.586798732922847	Predicative	NoPrime	1.44098834995009	Value	NonEmotional	other
cool	PAKEHA	Woman	20-29	University	ENGLISH	-0.223652411932838	Predicative	NoPrime	0.115783337355173	PhysicalProperty	PositiveEmotional	other
different	PAKEHA	Woman	20-29	University	ENGLISH	-0.266375508519897	Attributive	NoPrime	1.44098834995009	Other	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.655157500451601	Predicative	NoPrime	-0.297808457289508	HumanPropensity	NegativeEmotional	other
bad	PAKEHA	Woman	20-29	University	ENGLISH	-0.116849202938834	Predicative	NoPrime	-0.903753387550645	Value	NegativeEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	NoPrime	-0.532796478625961	Value	PositiveEmotional	other
cool	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.223652411932838	Attributive	Prime	-0.254348754341063	PhysicalProperty	PositiveEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.650883377803437	Predicative	Prime	0.192302459541043	Difficulty	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.279193343990745	Predicative	NoPrime	1.44503396524366	Dimension	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.663701213274284	Attributive	Prime	1.44098834995009	Other	NonEmotional	other
nice	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.109584115467313	Attributive	NoPrime	0.384955728023911	Value	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.663701213274284	Predicative	NoPrime	1.44098834995009	HumanPropensity	NegativeEmotional	other
good	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	2.45080164998564	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
funny	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.159567767052248	Attributive	NoPrime	0.640413263535326	HumanPropensity	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.650883377803437	Attributive	NoPrime	0.97875472015747	HumanPropensity	NegativeEmotional	other
big	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	0.190756185993269	Predicative	Prime	-0.373868823138344	Dimension	NonEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.633795952158071	Predicative	NoPrime	1.44098834995009	Value	NegativeEmotional	other
bad	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.116849202938834	Attributive	NoPrime	-1.22709041023302	Value	NegativeEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.663701213274284	Attributive	NoPrime	1.44098834995009	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	20-29	NoUniversity	ENGLISH	-0.667970803448802	Predicative	NoPrime	-0.718246215633875	HumanPropensity	NegativeEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Attributive	NoPrime	1.71302781131423	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.662586224757372	Predicative	Prime	1.44098834995009	HumanPropensity	PositiveEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Attributive	NoPrime	0.758453958266614	Value	PositiveEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Predicative	Prime	1.48106456093881	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.662586224757372	Predicative	NoPrime	1.44098834995009	Value	NegativeEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Predicative	Prime	0.982436053133972	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.65292299094413	Predicative	NoPrime	-0.38537358329128	Other	NonEmotional	other
hard	PAKEHA	Woman	16-19	University	ENGLISH	-0.411423730138728	Predicative	NoPrime	0.4537513596125	PhysicalProperty	NonEmotional	very
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.450063067970754	Predicative	NoPrime	0.172768641801841	HumanPropensity	NonEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Predicative	NoPrime	0.59321648231514	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.594966250432913	Attributive	Prime	1.17470224411625	Value	PositiveEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Attributive	Prime	0.784113092615477	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.63360558826494	Attributive	NoPrime	0.203000084694658	HumanPropensity	NegativeEmotional	other
cool	PAKEHA	Woman	16-19	University	ENGLISH	0.0329354536400513	Predicative	NoPrime	0.25284085970367	PhysicalProperty	PositiveEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Attributive	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	16-19	University	ENGLISH	-0.556326912600886	Attributive	NoPrime	1.44098834995009	Value	PositiveEmotional	other
good	PAKEHA	Woman	16-19	University	ENGLISH	1.75241544824395	Attributive	NoPrime	-0.307213035504113	Value	PositiveEmotional	very
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.59534244574553	Predicative	NoPrime	-1.22709041023302	Value	PositiveEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.667970803448802	Attributive	NoPrime	1.44098834995009	Speed	NonEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.53125780086494	Attributive	NoPrime	0.664479436599914	HumanPropensity	NegativeEmotional	other
other	PAKEHA	Woman	20-29	University	ENGLISH	-0.633795952158071	Attributive	NoPrime	1.12780275200712	Dimension	NonEmotional	very
good	PAKEHA	Man	20-29	University	ENGLISH	2.45080164998564	Attributive	NoPrime	-0.160306375375067	Value	PositiveEmotional	very
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	NoPrime	0.12702246875713	Value	PositiveEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	Prime	0.311438719663332	Value	PositiveEmotional	other
funny	PAKEHA	Woman	20-29	University	ENGLISH	-0.159567767052248	Predicative	NoPrime	-0.456796332545655	HumanPropensity	NonEmotional	other
good	PAKEHA	Woman	20-29	University	ENGLISH	2.45080164998564	Attributive	Prime	-1.05372871906225	Value	PositiveEmotional	other
